transaction_id,entreprise_id,pays,notation_pays,score_risque_pays,montant,technique_paiement,date_ouverture,date_prevue,date_effective,delai_prevu,delai_reel,retard,is_late,risque_operationnel,fraude_suspectee,rang_transaction_entreprise,montant_precedent,evolution_montant_pct,score_aml
T000750,E0091,Italie,1,0.0,549213.18,Crédit documentaire,2024-02-10,2024-03-28,2024-03-28,47,47,0,0,0,0,11,1552462.83,-64.62,7.7
T000751,E0133,Turquie,3,50.0,1524979.42,Transfert,2023-12-01,2023-12-02,2023-12-13,1,12,11,1,0,0,7,871957.66,74.89,54.9
T000752,E0096,Pays-Bas,1,0.0,1083100.77,Remise documentaire,2020-05-16,2020-06-01,2020-06-01,16,16,0,0,0,0,1,,,12.2
T000753,E0050,Espagne,1,0.0,575013.29,Crédit documentaire,2020-06-05,2020-07-01,2020-07-01,26,26,0,0,0,0,4,88511.9,549.65,17.9
T000754,E0124,Italie,1,0.0,1052963.1,Transfert,2022-11-02,2022-11-03,2022-11-03,1,1,0,0,0,0,8,573480.91,83.61,24.4
T000755,E0005,Côte d'Ivoire,4,75.0,1189021.78,Transfert,2021-12-04,2021-12-11,2021-12-11,7,7,0,0,0,1,4,1129268.23,5.29,48.4
T000756,E0010,Espagne,1,0.0,1048723.98,Remise documentaire,2020-10-06,2020-10-26,2020-10-26,20,20,0,0,0,0,4,1033571.27,1.47,19.2
T000757,E0018,Espagne,1,0.0,171910.11,Transfert,2021-05-11,2021-05-19,2021-06-06,8,26,18,1,0,0,3,1103003.08,-84.41,22.3
T000758,E0055,France,1,0.0,509145.13,Remise documentaire,2020-12-28,2021-01-16,2021-01-16,19,19,0,0,0,0,1,,,5.8
T000759,E0001,Sénégal,4,75.0,700992.55,Remise documentaire,2023-10-19,2023-11-06,2023-11-29,18,41,23,1,1,0,6,231098.52,203.33,43.8
T000760,E0147,Sénégal,4,75.0,770226.63,Transfert,2022-06-24,2022-06-25,2022-06-25,1,1,0,0,0,0,9,781765.59,-1.48,47.0
T000761,E0023,Côte d'Ivoire,4,75.0,1048268.84,Remise documentaire,2020-07-29,2020-08-20,2020-09-18,22,51,29,1,1,1,3,114746.19,813.55,64.6
T000762,E0053,États-Unis,1,0.0,871080.4,Remise documentaire,2021-05-26,2021-06-16,2021-06-16,21,21,0,0,0,1,2,1023124.12,-14.86,19.8
T000763,E0144,France,1,0.0,265862.26,Crédit documentaire,2021-11-21,2021-12-23,2021-12-23,32,32,0,0,0,0,2,1006014.11,-73.57,12.7
T000764,E0003,Espagne,1,0.0,952079.14,Remise documentaire,2024-08-27,2024-09-11,2024-09-11,15,15,0,0,0,0,9,935041.06,1.82,12.0
T000765,E0047,Belgique,1,0.0,1044234.3,Transfert,2023-07-07,2023-07-11,2023-07-11,4,4,0,0,0,0,10,1147842.37,-9.03,13.8
T000766,E0025,États-Unis,1,0.0,1023916.18,Transfert,2021-03-13,2021-03-15,2021-03-15,2,2,0,0,0,0,1,,,18.1
T000767,E0101,Belgique,1,0.0,1232312.29,Transfert,2021-03-11,2021-03-19,2021-05-01,8,51,43,1,0,0,4,261149.48,371.88,40.6
T000768,E0028,Belgique,1,0.0,1133568.86,Transfert,2021-03-23,2021-03-30,2021-03-30,7,7,0,0,0,0,3,776952.48,45.9,16.8
T000769,E0057,Espagne,1,0.0,983672.03,Remise documentaire,2024-06-08,2024-07-06,2024-07-06,28,28,0,0,0,0,8,887660.13,10.82,12.8
T000770,E0030,Sénégal,4,75.0,771933.72,Remise documentaire,2023-10-20,2023-11-03,2023-11-03,14,14,0,0,0,0,8,162802.51,374.15,43.9
T000771,E0149,Belgique,1,0.0,135615.63,Crédit documentaire,2023-09-26,2023-11-15,2023-11-17,50,52,2,1,0,0,5,1452964.52,-90.67,20.6
T000772,E0112,États-Unis,1,0.0,971847.29,Transfert,2024-02-28,2024-03-03,2024-03-03,4,4,0,0,0,1,10,455486.32,113.36,33.4
T000773,E0079,France,1,0.0,883075.07,Remise documentaire,2020-09-11,2020-09-30,2020-09-30,19,19,0,0,0,0,2,371643.0,137.61,22.0
T000774,E0019,Espagne,1,0.0,908631.53,Transfert,2022-02-06,2022-02-14,2022-02-14,8,8,0,0,0,0,5,512622.31,77.25,23.6
T000775,E0107,France,1,0.0,289300.57,Transfert,2024-01-25,2024-02-04,2024-02-04,10,10,0,0,0,0,5,766927.73,-62.28,27.9
T000776,E0093,Italie,1,0.0,367577.38,Transfert,2023-08-11,2023-08-12,2023-08-12,1,1,0,0,0,0,10,486040.67,-24.37,13.2
T000777,E0015,Pays-Bas,1,0.0,1221261.14,Remise documentaire,2021-04-14,2021-05-04,2021-05-04,20,20,0,0,0,1,3,513878.52,137.66,29.9
T000778,E0027,Sénégal,4,75.0,784177.94,Crédit documentaire,2024-06-29,2024-08-02,2024-08-02,34,34,0,0,1,0,11,592691.91,32.31,33.4
T000779,E0082,Émirats arabes unis,2,25.0,1072600.28,Remise documentaire,2020-05-12,2020-06-06,2020-06-19,25,38,13,1,1,0,2,314324.55,241.24,29.7
T000780,E0058,Allemagne,1,0.0,811327.35,Transfert,2020-12-21,2020-12-31,2020-12-31,10,10,0,0,0,0,3,1030622.79,-21.28,26.1
T000781,E0115,Chine,3,50.0,811902.46,Transfert,2024-01-24,2024-02-01,2024-02-01,8,8,0,0,0,0,9,266389.8,204.78,47.5
T000782,E0053,Italie,1,0.0,1175313.52,Remise documentaire,2021-09-12,2021-10-01,2021-10-01,19,19,0,0,0,0,3,871080.4,34.93,22.1
T000783,E0145,Émirats arabes unis,2,25.0,593582.11,Transfert,2022-01-06,2022-01-13,2022-02-13,7,38,31,1,0,0,3,656283.16,-9.55,40.2
T000784,E0054,Côte d'Ivoire,4,75.0,838448.31,Transfert,2020-11-15,2020-11-23,2020-12-18,8,33,25,1,0,1,2,569291.47,47.28,50.6
T000785,E0083,Pays-Bas,1,0.0,615089.88,Remise documentaire,2020-11-08,2020-12-05,2020-12-05,27,27,0,0,0,0,2,845406.94,-27.24,8.1
T000786,E0104,Émirats arabes unis,2,25.0,626201.51,Transfert,2023-02-25,2023-03-07,2023-03-07,10,10,0,0,0,0,6,550920.19,13.66,25.6
T000787,E0120,Allemagne,1,0.0,676331.15,Transfert,2021-01-23,2021-01-24,2021-02-26,1,34,33,1,0,0,2,1831883.74,-63.08,21.9
T000788,E0048,États-Unis,1,0.0,888853.51,Crédit documentaire,2022-03-19,2022-05-01,2022-05-01,43,43,0,0,0,0,6,237014.49,275.02,30.7
T000789,E0095,Espagne,1,0.0,608500.55,Transfert,2020-03-20,2020-03-22,2020-03-22,2,2,0,0,0,0,1,,,12.0
T000790,E0049,États-Unis,1,0.0,1302302.45,Crédit documentaire,2024-04-28,2024-06-09,2024-07-11,42,74,32,1,0,0,10,922919.81,41.11,27.8
T000791,E0110,France,1,0.0,442157.08,Remise documentaire,2022-05-18,2022-06-04,2022-06-04,17,17,0,0,0,0,4,940822.16,-53.0,9.6
T000792,E0048,Sénégal,4,75.0,725251.34,Remise documentaire,2020-02-27,2020-03-28,2020-05-06,30,69,39,1,0,0,1,,,40.8
T000793,E0068,Pays-Bas,1,0.0,624107.58,Transfert,2023-03-30,2023-04-02,2023-04-08,3,9,6,1,0,0,8,361489.97,72.65,22.5
T000794,E0087,États-Unis,1,0.0,1378791.15,Remise documentaire,2020-06-13,2020-07-09,2020-07-09,26,26,0,0,0,0,4,621526.63,121.84,22.1
T000795,E0044,États-Unis,1,0.0,878621.91,Transfert,2021-09-10,2021-09-19,2021-09-19,9,9,0,0,0,0,6,1030828.85,-14.77,18.8
T000796,E0033,Pays-Bas,1,0.0,1212737.82,Remise documentaire,2024-03-21,2024-04-02,2024-04-02,12,12,0,0,0,0,9,473675.89,156.03,19.2
T000797,E0145,Italie,1,0.0,205775.85,Transfert,2021-03-05,2021-03-12,2021-03-12,7,7,0,0,1,1,1,,,31.0
T000798,E0017,Émirats arabes unis,2,25.0,906820.11,Transfert,2020-05-23,2020-05-30,2020-05-30,7,7,0,0,0,0,1,,,32.3
T000799,E0076,Italie,1,0.0,1155852.32,Transfert,2021-01-16,2021-01-19,2021-01-19,3,3,0,0,0,0,3,902411.89,28.08,15.5
T000800,E0027,Émirats arabes unis,2,25.0,832913.6,Remise documentaire,2021-03-11,2021-03-26,2021-03-26,15,15,0,0,0,0,4,792594.75,5.09,19.5
T000801,E0023,Allemagne,1,0.0,1226192.15,Transfert,2022-04-17,2022-04-25,2022-04-25,8,8,0,0,0,0,9,911987.45,34.45,36.1
T000802,E0077,Italie,1,0.0,593084.62,Transfert,2020-06-24,2020-07-01,2020-07-06,7,12,5,1,0,0,4,1031716.6,-42.51,20.2
T000803,E0061,Émirats arabes unis,2,25.0,1363738.98,Transfert,2024-04-06,2024-04-08,2024-04-26,2,20,18,1,0,1,6,730771.27,86.62,32.9
T000804,E0092,Turquie,3,50.0,1719559.25,Remise documentaire,2020-03-26,2020-04-08,2020-04-09,13,14,1,1,1,0,1,,,43.8
T000805,E0045,Pays-Bas,1,0.0,654864.58,Crédit documentaire,2022-08-27,2022-10-07,2022-10-07,41,41,0,0,0,0,9,892901.48,-26.66,17.1
T000806,E0062,Belgique,1,0.0,621798.99,Crédit documentaire,2024-07-30,2024-09-03,2024-09-03,35,35,0,0,0,0,10,1235580.24,-49.68,11.8
T000807,E0085,France,1,0.0,1381353.79,Crédit documentaire,2021-11-07,2021-12-03,2022-01-17,26,71,45,1,0,0,7,1074420.58,28.57,12.1
T000808,E0085,Italie,1,0.0,1431828.86,Transfert,2020-09-08,2020-09-17,2020-09-17,9,9,0,0,0,0,4,852296.23,68.0,24.2
T000809,E0098,Belgique,1,0.0,590855.99,Transfert,2023-11-06,2023-11-14,2023-11-14,8,8,0,0,0,1,7,438436.94,34.76,19.6
T000810,E0105,Sénégal,4,75.0,631925.27,Crédit documentaire,2024-07-22,2024-08-31,2024-09-24,40,64,24,1,0,0,8,689274.68,-8.32,38.2
T000811,E0021,Côte d'Ivoire,4,75.0,687286.16,Transfert,2022-06-28,2022-07-02,2022-07-02,4,4,0,0,0,0,6,1159839.95,-40.74,42.8
T000812,E0017,Espagne,1,0.0,262219.8,Transfert,2022-09-02,2022-09-04,2022-09-04,2,2,0,0,0,0,8,930770.95,-71.83,28.5
T000813,E0027,Italie,1,0.0,432539.22,Crédit documentaire,2023-03-17,2023-05-08,2023-06-09,52,84,32,1,0,0,9,154913.65,179.21,21.0
T000814,E0084,Sénégal,4,75.0,398343.69,Crédit documentaire,2022-08-14,2022-09-13,2022-09-13,30,30,0,0,0,0,4,376314.59,5.85,37.4
T000815,E0109,Chine,3,50.0,492880.97,Transfert,2021-03-09,2021-03-12,2021-03-12,3,3,0,0,0,1,4,1311380.75,-62.42,43.4
T000816,E0119,États-Unis,1,0.0,786126.05,Crédit documentaire,2020-02-29,2020-03-30,2020-03-30,30,30,0,0,0,0,2,1172512.05,-32.95,17.9
T000817,E0120,Pays-Bas,1,0.0,893685.89,Transfert,2021-06-11,2021-06-19,2021-06-19,8,8,0,0,0,0,5,995749.82,-10.25,18.5
T000818,E0131,Chine,3,50.0,1420200.2,Remise documentaire,2022-10-04,2022-10-16,2022-10-16,12,12,0,0,0,0,11,403443.06,252.02,43.1
T000819,E0047,Turquie,3,50.0,400658.38,Remise documentaire,2023-05-15,2023-05-27,2023-05-27,12,12,0,0,0,0,8,53093.92,654.62,35.5
T000820,E0142,Côte d'Ivoire,4,75.0,1193728.96,Remise documentaire,2023-09-01,2023-10-01,2023-10-01,30,30,0,0,0,0,11,1083342.58,10.19,35.7
T000821,E0075,Allemagne,1,0.0,714404.46,Transfert,2020-08-24,2020-08-29,2020-08-29,5,5,0,0,0,0,1,,,12.3
T000822,E0092,Allemagne,1,0.0,780214.52,Remise documentaire,2020-08-25,2020-09-22,2020-10-13,28,49,21,1,0,0,3,1824033.82,-57.23,30.7
T000823,E0122,France,1,0.0,1069927.8,Transfert,2023-04-23,2023-05-02,2023-05-02,9,9,0,0,0,0,6,1125144.85,-4.91,13.5
T000824,E0018,Belgique,1,0.0,350911.19,Remise documentaire,2024-06-19,2024-07-03,2024-07-03,14,14,0,0,0,0,11,784596.61,-55.27,14.5
T000825,E0105,États-Unis,1,0.0,952963.9,Transfert,2022-08-01,2022-08-07,2022-08-26,6,25,19,1,0,0,4,1083601.5,-12.06,25.8
T000826,E0069,Émirats arabes unis,2,25.0,866580.88,Transfert,2021-08-03,2021-08-06,2021-08-06,3,3,0,0,0,0,3,786115.29,10.24,25.9
T000827,E0013,France,1,0.0,996980.51,Remise documentaire,2021-09-24,2021-10-20,2021-10-20,26,26,0,0,0,0,6,988587.34,0.85,27.1
T000828,E0069,Côte d'Ivoire,4,75.0,915667.46,Remise documentaire,2023-07-16,2023-08-01,2023-08-01,16,16,0,0,0,0,13,1386259.51,-33.95,36.8
T000829,E0099,Belgique,1,0.0,1782120.06,Transfert,2024-01-07,2024-01-11,2024-01-11,4,4,0,0,0,0,10,1174271.36,51.76,23.8
T000830,E0006,Côte d'Ivoire,4,75.0,544904.01,Transfert,2024-05-08,2024-05-11,2024-05-11,3,3,0,0,0,0,6,1169610.81,-53.41,43.4
T000831,E0136,Sénégal,4,75.0,587601.22,Crédit documentaire,2020-11-22,2020-12-13,2021-01-04,21,43,22,1,0,0,3,903889.0,-34.99,48.1
T000832,E0061,Belgique,1,0.0,550743.79,Remise documentaire,2022-03-11,2022-03-23,2022-03-23,12,12,0,0,0,0,2,1390142.49,-60.38,15.4
T000833,E0050,Allemagne,1,0.0,577809.15,Remise documentaire,2023-01-27,2023-02-18,2023-02-18,22,22,0,0,0,0,10,614632.92,-5.99,6.4
T000834,E0045,France,1,0.0,545045.15,Remise documentaire,2023-12-24,2024-01-12,2024-01-12,19,19,0,0,0,0,11,376915.63,44.61,21.2
T000835,E0005,Côte d'Ivoire,4,75.0,1275606.61,Transfert,2020-10-23,2020-10-27,2020-11-09,4,17,13,1,0,1,1,,,48.2
T000836,E0099,Côte d'Ivoire,4,75.0,1368201.7,Crédit documentaire,2020-07-27,2020-08-25,2020-08-25,29,29,0,0,0,0,1,,,32.4
T000837,E0140,Italie,1,0.0,571701.48,Crédit documentaire,2020-07-15,2020-08-26,2020-08-26,42,42,0,0,0,0,1,,,2.9
T000838,E0044,Chine,3,50.0,467057.77,Remise documentaire,2023-04-30,2023-05-23,2023-05-23,23,23,0,0,0,0,8,872746.5,-46.48,29.2
T000839,E0011,France,1,0.0,988566.22,Transfert,2022-03-23,2022-03-31,2022-03-31,8,8,0,0,0,0,6,749685.23,31.86,20.4
T000840,E0053,Côte d'Ivoire,4,75.0,579110.78,Transfert,2023-11-17,2023-11-19,2023-11-19,2,2,0,0,0,0,12,1376627.45,-57.93,50.8
T000841,E0032,Pays-Bas,1,0.0,1053172.73,Remise documentaire,2022-06-30,2022-07-21,2022-07-29,21,29,8,1,0,0,7,677910.12,55.36,11.3
T000842,E0086,Sénégal,4,75.0,881169.21,Crédit documentaire,2021-04-05,2021-04-26,2021-04-26,21,21,0,0,0,0,3,777780.92,13.29,32.2
T000843,E0030,Côte d'Ivoire,4,75.0,193702.35,Remise documentaire,2024-06-14,2024-07-12,2024-08-12,28,59,31,1,0,0,9,771933.72,-74.91,33.1
T000844,E0106,Pays-Bas,1,0.0,1419002.08,Remise documentaire,2020-07-22,2020-08-11,2020-09-15,20,55,35,1,0,0,2,342798.03,313.95,35.0
T000845,E0143,France,1,0.0,1518351.07,Transfert,2024-08-01,2024-08-10,2024-08-10,9,9,0,0,0,0,11,989295.05,53.48,23.3
T000846,E0075,Turquie,3,50.0,554884.52,Transfert,2024-08-03,2024-08-05,2024-08-05,2,2,0,0,0,0,14,1037240.5,-46.5,30.4
T000847,E0078,Espagne,1,0.0,644919.38,Transfert,2023-05-11,2023-05-14,2023-06-12,3,32,29,1,0,0,6,786898.69,-18.04,25.5
T000848,E0058,Italie,1,0.0,914346.16,Remise documentaire,2023-08-29,2023-09-13,2023-09-30,15,32,17,1,0,1,8,786922.1,16.19,20.0
T000849,E0039,Espagne,1,0.0,933782.72,Transfert,2022-01-14,2022-01-23,2022-01-23,9,9,0,0,0,0,4,1499830.7,-37.74,20.7
T000850,E0068,Allemagne,1,0.0,1063417.71,Transfert,2022-11-29,2022-12-04,2022-12-04,5,5,0,0,0,0,5,194061.11,447.98,33.2
T000851,E0038,Côte d'Ivoire,4,75.0,1604081.82,Transfert,2021-12-22,2022-01-01,2022-01-01,10,10,0,0,1,1,5,1785296.84,-10.15,37.8
T000852,E0044,France,1,0.0,729221.11,Transfert,2021-01-20,2021-01-23,2021-01-23,3,3,0,0,0,0,2,1456806.06,-49.94,21.1
T000853,E0088,Turquie,3,50.0,480681.1,Remise documentaire,2023-04-26,2023-05-17,2023-05-17,21,21,0,0,0,0,4,2031552.32,-76.34,31.4
T000854,E0032,Chine,3,50.0,248272.31,Transfert,2022-02-20,2022-02-23,2022-02-23,3,3,0,0,1,0,5,690910.57,-64.07,30.9
T000855,E0137,États-Unis,1,0.0,507627.98,Crédit documentaire,2020-10-20,2020-12-13,2021-01-23,54,95,41,1,0,0,4,954126.95,-46.8,18.3
T000856,E0036,Côte d'Ivoire,4,75.0,786749.21,Remise documentaire,2024-01-03,2024-01-24,2024-01-24,21,21,0,0,0,0,9,742255.84,5.99,29.4
T000857,E0039,Italie,1,0.0,1517823.15,Transfert,2020-11-10,2020-11-16,2020-11-16,6,6,0,0,0,0,2,1028356.2,47.6,22.9
T000858,E0014,Turquie,3,50.0,592955.48,Transfert,2021-07-07,2021-07-09,2021-07-09,2,2,0,0,0,0,1,,,32.0
T000859,E0117,Belgique,1,0.0,889515.18,Remise documentaire,2022-01-13,2022-02-02,2022-02-02,20,20,0,0,0,0,5,829327.19,7.26,19.3
T000860,E0124,Pays-Bas,1,0.0,793430.84,Transfert,2022-02-11,2022-02-15,2022-02-15,4,4,0,0,0,0,6,827920.83,-4.17,17.8
T000861,E0099,Italie,1,0.0,1275357.31,Transfert,2021-09-19,2021-09-29,2021-09-29,10,10,0,0,0,0,6,957394.15,33.21,21.2
T000862,E0100,Côte d'Ivoire,4,75.0,1810772.97,Remise documentaire,2021-07-31,2021-08-27,2021-09-03,27,34,7,1,0,1,6,992988.97,82.36,57.7
T000863,E0024,États-Unis,1,0.0,587652.49,Transfert,2024-07-08,2024-07-17,2024-07-17,9,9,0,0,0,0,9,1223369.79,-51.96,15.9
T000864,E0001,Turquie,3,50.0,604224.22,Transfert,2020-01-20,2020-01-29,2020-01-29,9,9,0,0,0,1,1,,,27.0
T000865,E0077,Turquie,3,50.0,1217664.35,Remise documentaire,2020-04-18,2020-05-18,2020-05-18,30,30,0,0,0,0,2,976005.78,24.76,29.4
T000866,E0099,Turquie,3,50.0,1072756.6,Transfert,2022-07-26,2022-07-29,2022-07-29,3,3,0,0,0,0,8,771359.5,39.07,36.1
T000867,E0121,Pays-Bas,1,0.0,1538682.93,Transfert,2022-05-26,2022-06-04,2022-06-04,9,9,0,0,0,0,7,949622.63,62.03,31.0
T000868,E0010,Pays-Bas,1,0.0,1033571.27,Remise documentaire,2020-06-27,2020-07-16,2020-07-16,19,19,0,0,0,0,3,699666.79,47.72,22.7
T000869,E0145,Espagne,1,0.0,656283.16,Transfert,2021-05-06,2021-05-08,2021-05-12,2,6,4,1,0,0,2,205775.85,218.93,47.1
T000870,E0010,Émirats arabes unis,2,25.0,1036261.93,Remise documentaire,2020-01-22,2020-02-14,2020-02-14,23,23,0,0,0,0,1,,,26.6
T000871,E0024,Émirats arabes unis,2,25.0,1243481.43,Transfert,2023-10-18,2023-10-27,2023-10-27,9,9,0,0,0,0,7,1215015.98,2.34,21.3
T000872,E0118,Côte d'Ivoire,4,75.0,1128192.87,Transfert,2022-05-20,2022-05-29,2022-05-29,9,9,0,0,1,0,4,709689.48,58.97,40.2
T000873,E0122,Chine,3,50.0,1002909.61,Remise documentaire,2020-03-27,2020-04-25,2020-04-25,29,29,0,0,1,0,2,1311070.73,-23.5,23.8
T000874,E0115,Chine,3,50.0,1226669.88,Crédit documentaire,2020-12-24,2021-01-17,2021-01-17,24,24,0,0,1,0,3,929087.42,32.03,27.0
T000875,E0068,France,1,0.0,1267718.24,Transfert,2022-02-15,2022-02-18,2022-02-18,3,3,0,0,0,0,2,839732.92,50.97,22.5
T000876,E0008,Allemagne,1,0.0,1352863.6,Remise documentaire,2024-04-18,2024-05-01,2024-06-01,13,44,31,1,0,0,10,903020.16,49.82,23.6
T000877,E0149,Côte d'Ivoire,4,75.0,1059483.96,Remise documentaire,2022-03-17,2022-04-02,2022-04-02,16,16,0,0,0,0,2,1182680.93,-10.42,42.4
T000878,E0027,Chine,3,50.0,733152.77,Remise documentaire,2020-03-13,2020-04-06,2020-04-06,24,24,0,0,0,1,2,375078.51,95.47,33.5
T000879,E0150,France,1,0.0,858685.47,Remise documentaire,2021-11-03,2021-11-22,2021-11-22,19,19,0,0,1,0,5,1059312.17,-18.94,13.1
T000880,E0131,Italie,1,0.0,1282603.59,Transfert,2020-01-19,2020-01-21,2020-01-21,2,2,0,0,0,0,1,,,18.7
T000881,E0076,Italie,1,0.0,473225.73,Transfert,2022-09-25,2022-09-26,2022-09-26,1,1,0,0,0,0,5,797571.64,-40.67,14.7
T000882,E0125,États-Unis,1,0.0,947469.32,Transfert,2022-01-16,2022-01-23,2022-01-23,7,7,0,0,0,0,7,880439.62,7.61,33.4
T000883,E0061,Émirats arabes unis,2,25.0,642664.48,Remise documentaire,2022-06-18,2022-07-03,2022-07-31,15,43,28,1,1,0,3,550743.79,16.69,19.9
T000884,E0070,Côte d'Ivoire,4,75.0,811497.93,Transfert,2021-01-23,2021-01-28,2021-02-23,5,31,26,1,0,0,4,529231.2,53.34,51.0
T000885,E0109,France,1,0.0,1311380.75,Transfert,2021-02-11,2021-02-19,2021-02-19,8,8,0,0,0,0,3,822289.96,59.48,30.2
T000886,E0039,Émirats arabes unis,2,25.0,876439.63,Remise documentaire,2024-06-26,2024-07-10,2024-07-10,14,14,0,0,0,0,10,446078.91,96.48,26.4
T000887,E0047,Chine,3,50.0,818574.62,Remise documentaire,2024-02-28,2024-03-21,2024-03-28,22,29,7,1,0,0,13,907436.91,-9.79,22.3
T000888,E0046,Belgique,1,0.0,256057.54,Transfert,2024-04-20,2024-04-24,2024-04-24,4,4,0,0,0,0,11,63650.31,302.29,26.1
T000889,E0121,Turquie,3,50.0,1098501.43,Remise documentaire,2022-06-08,2022-07-03,2022-08-04,25,57,32,1,1,0,8,1538682.93,-28.61,36.4
T000890,E0015,Turquie,3,50.0,1058193.67,Transfert,2022-11-13,2022-11-16,2022-11-24,3,11,8,1,0,0,9,227689.96,364.75,55.1
T000891,E0052,Allemagne,1,0.0,1665301.89,Remise documentaire,2022-05-28,2022-06-13,2022-06-13,16,16,0,0,0,0,6,1356083.02,22.8,15.4
T000892,E0020,Côte d'Ivoire,4,75.0,676888.71,Transfert,2021-01-06,2021-01-10,2021-01-10,4,4,0,0,0,0,2,830947.32,-18.54,56.1
T000893,E0057,Allemagne,1,0.0,887660.13,Transfert,2022-04-01,2022-04-02,2022-04-02,1,1,0,0,0,0,7,982355.11,-9.64,18.4
T000894,E0146,France,1,0.0,899753.47,Remise documentaire,2020-07-05,2020-07-16,2020-07-16,11,11,0,0,0,0,3,436245.02,106.25,19.7
T000895,E0005,Allemagne,1,0.0,1430981.31,Transfert,2022-05-22,2022-05-30,2022-06-27,8,36,28,1,0,0,5,1189021.78,20.35,27.6
T000896,E0095,Pays-Bas,1,0.0,761881.79,Transfert,2021-12-19,2021-12-26,2021-12-26,7,7,0,0,0,0,7,1361117.72,-44.03,15.7
T000897,E0045,France,1,0.0,911608.61,Transfert,2024-03-05,2024-03-11,2024-04-11,6,37,31,1,0,0,12,545045.15,67.25,29.8
T000898,E0082,États-Unis,1,0.0,1043158.6,Transfert,2022-10-03,2022-10-09,2022-10-09,6,6,0,0,0,0,7,680397.06,53.32,17.1
T000899,E0126,Sénégal,4,75.0,874643.65,Remise documentaire,2020-09-23,2020-10-13,2020-11-06,20,44,24,1,0,0,3,1059075.42,-17.41,42.5
T000900,E0003,Turquie,3,50.0,621426.55,Transfert,2023-08-24,2023-08-29,2023-09-23,5,30,25,1,1,1,5,177641.74,249.82,47.1
T000901,E0108,Sénégal,4,75.0,877636.0,Remise documentaire,2020-09-03,2020-09-14,2020-09-14,11,11,0,0,0,0,4,786004.6,11.66,42.1
T000902,E0024,Allemagne,1,0.0,1229452.7,Transfert,2022-07-01,2022-07-03,2022-07-03,2,2,0,0,0,0,4,929633.59,32.25,16.0
T000903,E0109,Côte d'Ivoire,4,75.0,389393.88,Transfert,2024-04-07,2024-04-11,2024-04-11,4,4,0,0,1,1,15,469107.62,-16.99,47.2
T000904,E0054,États-Unis,1,0.0,853187.87,Remise documentaire,2021-06-01,2021-06-28,2021-06-28,27,27,0,0,0,0,3,838448.31,1.76,18.8
T000905,E0005,Côte d'Ivoire,4,75.0,519951.67,Transfert,2022-06-12,2022-06-14,2022-06-14,2,2,0,0,0,0,6,1430981.31,-63.66,51.1
T000906,E0042,France,1,0.0,1278018.65,Transfert,2021-07-15,2021-07-18,2021-07-18,3,3,0,0,0,0,3,878608.47,45.46,17.1
T000907,E0085,Côte d'Ivoire,4,75.0,190725.24,Transfert,2024-07-26,2024-08-02,2024-08-02,7,7,0,0,0,0,13,879039.84,-78.3,44.3
T000908,E0143,Espagne,1,0.0,576431.26,Transfert,2024-03-17,2024-03-26,2024-03-26,9,9,0,0,0,0,8,497701.94,15.82,18.1
T000909,E0100,Pays-Bas,1,0.0,950884.75,Transfert,2020-01-08,2020-01-11,2020-02-18,3,41,38,1,0,0,1,,,32.9
T000910,E0011,Chine,3,50.0,1426209.61,Transfert,2023-12-20,2023-12-29,2023-12-29,9,9,0,0,0,0,9,823852.15,73.11,39.5
T000911,E0045,Pays-Bas,1,0.0,773699.9,Remise documentaire,2020-12-16,2021-01-02,2021-01-18,17,33,16,1,0,0,3,830402.16,-6.83,18.9
T000912,E0082,Pays-Bas,1,0.0,577920.19,Crédit documentaire,2021-07-07,2021-07-30,2021-07-30,23,23,0,0,0,0,4,918793.87,-37.1,5.7
T000913,E0091,Chine,3,50.0,1552462.83,Transfert,2023-08-21,2023-08-27,2023-08-27,6,6,0,0,0,0,10,967607.6,60.44,33.9
T000914,E0089,Côte d'Ivoire,4,75.0,220794.44,Crédit documentaire,2021-06-24,2021-07-22,2021-07-22,28,28,0,0,0,0,3,896784.91,-75.38,35.2
T000915,E0077,France,1,0.0,976005.78,Remise documentaire,2020-01-22,2020-02-12,2020-02-12,21,21,0,0,0,0,1,,,11.9
T000916,E0093,France,1,0.0,599178.31,Transfert,2024-05-12,2024-05-22,2024-05-22,10,10,0,0,0,0,12,679012.13,-11.76,12.9
T000917,E0122,Sénégal,4,75.0,391506.87,Transfert,2023-07-06,2023-07-16,2023-07-16,10,10,0,0,0,1,9,771195.95,-49.23,37.7
T000918,E0142,Pays-Bas,1,0.0,1083342.58,Transfert,2023-07-13,2023-07-20,2023-07-20,7,7,0,0,0,0,10,983988.86,10.1,19.0
T000919,E0142,Belgique,1,0.0,897520.29,Transfert,2022-09-08,2022-09-10,2022-09-10,2,2,0,0,0,0,7,810436.42,10.75,18.6
T000920,E0136,Italie,1,0.0,574368.55,Transfert,2022-10-01,2022-10-04,2022-10-04,3,3,0,0,1,1,6,1205748.03,-52.36,35.9
T000921,E0146,Italie,1,0.0,287878.24,Remise documentaire,2023-11-08,2023-12-07,2023-12-07,29,29,0,0,0,0,9,701844.75,-58.98,14.6
T000922,E0092,Émirats arabes unis,2,25.0,1148982.93,Crédit documentaire,2022-04-04,2022-04-30,2022-04-30,26,26,0,0,0,0,5,633884.83,81.26,38.0
